FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeFormPoints,AwayFormPoints,HTWStreak3,HTWStreak5,HTLStreak3,HTLStreak5,ATWStreak3,ATWStreak5,ATLStreak3,ATLStreak5,HTGD,ATGD,PointsDiff,FormPointsDiff,HomeH2HStadiumPts,HomeH2HPts
NH,1.1111111111111112,1.1851851851851851,L,W,W,D,D,L,1.4,0.8,0,0,0,0,0,0,0,0,-0.37037037037037035,0.07407407407407407,-0.07407407407407407,0.6,2,1
NH,1.0,0.8888888888888888,D,L,D,L,W,L,1.0,0.6,0,0,0,0,0,0,0,0,-0.6296296296296297,-0.7037037037037037,0.1111111111111111,0.4,0,0
H,1.0740740740740742,1.7407407407407407,D,L,L,W,W,W,0.2,2.2,0,0,0,0,1,0,0,0,-0.4074074074074074,0.3333333333333333,-0.6666666666666666,-2.0,0,0
H,1.962962962962963,1.2222222222222223,W,D,W,L,W,L,2.6,1.2,0,0,0,0,0,0,0,0,1.0740740740740742,-0.07407407407407407,0.7407407407407407,1.4,9,10
H,1.0740740740740742,1.1481481481481481,D,L,W,L,L,W,1.6,1.2,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.2962962962962963,-0.07407407407407407,0.4,10,8
H,1.1111111111111112,1.3703703703703705,L,W,L,L,L,W,1.0,1.4,0,0,0,0,0,0,0,0,-0.1111111111111111,0.037037037037037035,-0.25925925925925924,-0.4,10,8
NH,1.25,1.2857142857142858,W,D,D,W,L,W,1.2,1.2,0,0,0,0,0,0,0,0,0.14285714285714285,0.03571428571428571,-0.03571428571428571,0.0,7,7
NH,0.9642857142857143,2.142857142857143,D,W,D,W,W,L,1.0,2.4,0,0,0,0,0,0,0,0,-0.6428571428571429,1.2857142857142858,-1.1785714285714286,-1.4,0,0
H,0.8928571428571429,1.1428571428571428,D,L,W,W,D,L,0.8,0.8,0,0,0,0,0,0,0,0,-0.6785714285714286,-0.32142857142857145,-0.25,0.0,0,0
NH,1.75,1.1071428571428572,L,W,D,D,D,W,1.4,1.6,0,0,0,0,0,0,0,0,0.6785714285714286,0.0,0.6428571428571429,-0.2,10,10
H,0.8928571428571429,1.3928571428571428,D,L,W,D,W,W,1.0,2.6,0,0,0,0,0,0,0,0,-0.6428571428571429,0.10714285714285714,-0.5,-1.6,7,4
NH,1.1785714285714286,1.0,L,L,W,D,D,L,0.6,0.6,0,0,0,0,0,0,0,0,-0.10714285714285714,-0.6071428571428571,0.17857142857142858,0.0,5,10
H,1.7142857142857142,2.142857142857143,W,D,L,W,W,L,2.0,2.4,0,0,0,0,0,0,0,0,0.8928571428571429,1.2857142857142858,-0.42857142857142855,-0.4,8,5
NH,2.0,1.3214285714285714,W,W,D,L,L,L,2.6,0.8,0,0,0,0,0,0,1,0,1.0714285714285714,0.0,0.6785714285714286,1.8,9,8
NH,1.0714285714285714,1.0,L,L,W,D,D,L,1.4,0.6,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.6071428571428571,0.07142857142857142,0.8,6,7
H,1.2857142857142858,1.0714285714285714,W,L,W,D,D,L,1.2,1.6,0,0,0,0,0,0,0,0,0.03571428571428571,-0.5357142857142857,0.21428571428571427,-0.4,5,5
H,1.103448275862069,1.103448275862069,D,D,D,L,D,L,1.2,0.8,0,0,0,0,0,0,0,0,0.0,-0.3793103448275862,0.0,0.4,2,3
H,1.7241379310344827,0.9310344827586207,D,L,W,L,D,W,1.0,1.0,0,0,0,0,0,0,0,0,0.6551724137931034,-0.7586206896551724,0.7931034482758621,0.0,4,11
NH,1.2413793103448276,1.2413793103448276,D,W,D,W,W,L,1.2,1.8,0,0,0,0,0,0,0,0,0.13793103448275862,0.0,0.0,-0.6,9,7
H,0.9655172413793104,1.1724137931034482,W,D,L,D,L,L,1.6,0.8,0,0,0,0,0,0,0,0,-0.5517241379310345,-0.10344827586206896,-0.20689655172413793,0.8,3,7
H,1.3448275862068966,2.0689655172413794,L,D,W,L,W,W,2.0,1.8,0,0,0,0,0,0,0,0,0.034482758620689655,1.206896551724138,-0.7241379310344828,0.2,3,6
NH,0.9655172413793104,1.6551724137931034,W,D,L,D,L,W,1.4,2.0,0,0,0,0,0,0,0,0,-0.5172413793103449,0.2413793103448276,-0.6896551724137931,-0.6,0,0
NH,1.103448275862069,1.7586206896551724,L,W,D,W,W,D,0.8,2.0,0,0,0,0,0,0,0,0,-0.4482758620689655,0.9310344827586207,-0.6551724137931034,-1.2,0,0
NH,1.2413793103448276,1.0689655172413792,W,W,L,D,L,L,1.8,1.4,0,0,0,0,0,0,0,0,0.0,-0.41379310344827586,0.1724137931034483,0.4,5,9
NH,1.1379310344827587,0.9655172413793104,W,D,D,W,D,L,1.6,1.4,0,0,0,0,0,0,0,0,-0.41379310344827586,-0.5172413793103449,0.1724137931034483,0.2,0,3
NH,1.103448275862069,1.103448275862069,L,D,L,L,W,D,0.8,0.8,0,0,0,0,0,0,0,0,-0.3793103448275862,-0.4482758620689655,0.0,0.0,0,3
H,1.2333333333333334,1.1666666666666667,D,W,W,W,D,D,2.0,1.8,0,0,0,0,0,0,0,0,0.0,0.03333333333333333,0.06666666666666667,0.2,15,7
H,2.0,1.3333333333333333,L,L,W,W,D,W,1.2,2.0,0,0,0,0,0,0,0,0,1.1,0.06666666666666667,0.6666666666666666,-0.8,9,5
H,1.1333333333333333,1.2,L,D,L,L,D,W,0.8,1.2,0,0,0,0,0,0,0,0,-0.2,0.1,-0.06666666666666667,-0.4,6,10
NH,1.6333333333333333,1.0333333333333334,D,D,L,W,W,D,1.6,2.0,0,0,0,0,0,0,0,0,0.23333333333333334,-0.43333333333333335,0.6,-0.4,13,8
NH,1.0666666666666667,1.9333333333333333,W,D,D,D,D,W,1.2,1.8,0,0,0,0,0,0,0,0,-0.5,1.0,-0.8666666666666667,-0.6,3,3
H,0.9,1.0333333333333334,L,L,D,L,D,L,1.0,0.8,0,0,0,0,0,0,0,0,-0.7666666666666667,-0.43333333333333335,-0.13333333333333333,0.2,3,4
H,1.8,1.7666666666666666,W,W,W,W,D,L,2.0,1.6,1,0,0,0,0,0,0,0,0.9666666666666667,0.6666666666666666,0.03333333333333333,0.4,11,12
NH,1.2666666666666666,1.4,D,L,L,W,L,D,0.2,2.0,0,0,0,0,0,0,0,0,-0.06666666666666667,0.1,-0.13333333333333333,-1.8,5,3
NH,1.9333333333333333,1.0666666666666667,D,D,W,L,L,D,1.8,0.2,0,0,0,0,0,0,0,0,1.0,-0.4,0.8666666666666667,1.6,9,7
H,1.0333333333333334,1.3333333333333333,L,D,L,W,D,W,0.8,2.0,0,0,0,0,0,0,0,0,-0.43333333333333335,0.06666666666666667,-0.3,-1.2,6,7
NH,1.2903225806451613,1.064516129032258,W,D,W,L,L,W,2.0,1.0,0,0,0,0,0,0,0,0,0.03225806451612903,-0.45161290322580644,0.22580645161290322,1.0,8,1
H,1.1612903225806452,1.032258064516129,L,L,D,W,D,W,1.0,1.6,0,0,0,0,0,0,0,0,-0.03225806451612903,-0.45161290322580644,0.12903225806451613,-0.6,0,1
NH,1.1935483870967742,1.7741935483870968,W,L,D,D,W,W,0.8,2.2,0,0,0,0,0,0,0,0,-0.06451612903225806,0.9354838709677419,-0.5806451612903226,-1.4,0,0
H,1.064516129032258,1.4516129032258065,D,W,D,W,W,L,1.4,2.0,0,0,0,0,0,0,0,0,-0.4838709677419355,0.16129032258064516,-0.3870967741935484,-0.6,4,6
NH,1.032258064516129,2.032258064516129,D,W,W,W,L,L,1.6,1.8,0,0,0,0,0,0,0,0,-0.41935483870967744,1.096774193548387,-1.0,-0.2,7,4
NH,0.967741935483871,1.6129032258064515,W,L,L,D,D,D,1.4,1.2,0,0,0,0,0,0,0,0,-0.7096774193548387,0.22580645161290322,-0.6451612903225806,0.2,3,8
H,1.1290322580645162,1.064516129032258,L,W,D,D,L,L,1.2,1.0,0,0,0,0,0,0,0,0,0.0,-0.4838709677419355,0.06451612903225806,0.2,0,1
H,1.7096774193548387,1.2258064516129032,L,W,D,L,D,L,1.4,0.2,0,0,0,0,0,0,0,0,0.5806451612903226,-0.12903225806451613,0.4838709677419355,1.2,15,9
NH,1.064516129032258,1.096774193548387,D,L,L,W,L,D,0.4,0.8,0,0,0,0,0,0,0,0,-0.3870967741935484,-0.3870967741935484,-0.03225806451612903,-0.4,5,7
H,1.2903225806451613,1.032258064516129,L,W,D,D,W,W,1.4,1.6,0,0,0,0,0,0,0,0,0.03225806451612903,-0.41935483870967744,0.25806451612903225,-0.2,9,11
H,1.8125,0.96875,W,D,W,D,W,L,2.6,1.0,0,0,0,0,0,0,0,0,0.9375,-0.6875,0.84375,1.6,7,13
H,2.0625,1.1875,W,W,L,W,L,W,1.8,1.6,0,0,0,0,0,0,0,0,1.125,0.09375,0.875,0.2,15,11
NH,1.1875,1.125,L,L,D,W,D,W,0.2,1.8,0,0,0,0,0,0,0,0,-0.28125,-0.4375,0.0625,-1.6,2,1
H,1.65625,1.1875,W,D,D,D,W,L,1.2,1.0,0,0,0,0,0,0,0,0,0.25,-0.0625,0.46875,0.2,4,7
NH,1.0,1.28125,L,W,D,D,W,D,1.6,2.2,0,0,0,0,0,0,0,0,-0.53125,0.03125,-0.28125,-0.6,0,1
H,1.0625,1.21875,D,L,L,W,L,L,1.0,1.4,0,0,0,0,0,0,0,0,-0.4375,0.0625,-0.15625,-0.4,5,5
NH,1.03125,1.9375,L,D,L,W,D,D,0.8,1.8,0,0,0,0,0,0,0,0,-0.5625,1.0,-0.90625,-1.0,0,0
H,1.40625,1.75,L,W,W,W,L,W,1.4,1.4,0,0,0,0,0,0,0,0,0.125,0.71875,-0.34375,0.0,10,8
H,1.09375,1.1875,D,W,L,L,L,D,1.0,0.2,0,0,0,0,0,0,0,0,-0.375,-0.28125,-0.09375,0.8,4,8
NH,1.03125,0.96875,L,D,L,D,W,L,0.8,1.0,0,0,0,0,0,0,0,0,-0.5625,-0.6875,0.0625,-0.2,0,3
H,1.3333333333333333,1.0606060606060606,W,D,W,D,D,D,2.2,0.6,0,0,0,0,0,0,0,0,0.12121212121212122,-0.36363636363636365,0.2727272727272727,1.6,7,8
NH,1.1818181818181819,1.8484848484848484,W,W,D,W,W,D,2.2,2.6,0,0,0,0,0,0,0,0,-0.3939393939393939,0.9696969696969697,-0.6666666666666666,-0.4,6,3
NH,0.9696969696969697,1.121212121212121,L,L,D,W,D,L,1.4,1.4,0,0,0,0,0,0,0,0,-0.5454545454545454,-0.3939393939393939,-0.15151515151515152,0.0,7,3
NH,1.9090909090909092,1.4545454545454546,D,W,D,W,L,W,1.4,1.8,0,0,0,0,0,0,0,0,0.9696969696969697,0.21212121212121213,0.45454545454545453,-0.4,9,6
NH,1.1818181818181819,2.090909090909091,L,W,L,W,W,W,0.8,1.8,0,0,0,0,1,0,0,0,0.030303030303030304,1.1515151515151516,-0.9090909090909091,-1.0,1,1
H,1.8484848484848484,1.1515151515151516,W,W,D,W,D,W,2.6,1.6,0,0,0,0,0,0,0,0,0.9696969696969697,-0.30303030303030304,0.696969696969697,1.0,7,12
NH,1.6363636363636365,1.9090909090909092,D,W,D,D,W,D,1.4,1.4,0,0,0,0,0,0,0,0,0.24242424242424243,0.9696969696969697,-0.2727272727272727,0.0,8,4
NH,1.121212121212121,1.1515151515151516,W,D,L,L,D,W,1.4,1.0,0,0,0,0,0,0,0,0,-0.3939393939393939,-0.09090909090909091,-0.030303030303030304,0.4,1,7
NH,1.0,1.1818181818181819,L,L,D,L,W,L,0.2,0.8,0,0,0,0,0,0,0,0,-0.6060606060606061,0.030303030303030304,-0.18181818181818182,-0.6,0,3
H,1.8484848484848484,0.9696969696969697,W,W,D,L,L,D,2.6,1.4,0,0,0,0,0,0,0,0,0.9696969696969697,-0.5454545454545454,0.8787878787878788,1.2,12,15
H,1.4411764705882353,1.1176470588235294,D,W,L,L,W,D,2.0,1.4,0,0,0,0,0,0,0,0,0.20588235294117646,-0.35294117647058826,0.3235294117647059,0.6,2,4
H,2.0588235294117645,1.3823529411764706,D,W,W,W,W,D,2.0,2.2,0,0,0,0,0,0,0,0,1.1176470588235294,0.17647058823529413,0.6764705882352942,-0.2,15,13
H,1.1176470588235294,1.0,L,L,L,W,L,D,0.2,1.4,0,0,1,0,0,0,0,0,-0.35294117647058826,-0.6176470588235294,0.11764705882352941,-1.2,6,10
NH,1.6176470588235294,1.1470588235294117,D,D,W,L,W,W,1.4,2.0,0,0,0,0,0,0,0,0,0.23529411764705882,-0.4411764705882353,0.47058823529411764,-0.6,8,11
NH,0.9705882352941176,1.1470588235294117,D,L,L,D,L,W,1.0,1.4,0,0,0,0,0,0,0,0,-0.5882352941176471,0.029411764705882353,-0.17647058823529413,-0.4,0,0
H,1.3529411764705883,1.8823529411764706,W,W,L,D,D,W,1.8,1.4,0,0,0,0,0,0,0,0,0.11764705882352941,0.9411764705882353,-0.5294117647058824,0.4,7,1
NH,1.0294117647058822,1.7352941176470589,L,D,D,W,L,W,0.6,1.8,0,0,0,0,0,0,0,0,-0.4117647058823529,0.6176470588235294,-0.7058823529411765,-1.2,10,9
H,1.1470588235294117,0.9705882352941176,D,L,D,D,L,L,1.0,1.0,0,0,0,0,0,0,0,0,-0.08823529411764706,-0.5882352941176471,0.17647058823529413,0.0,0,0
H,1.1470588235294117,1.3529411764705883,D,L,W,W,W,L,1.4,1.8,0,0,0,0,0,0,0,0,0.029411764705882353,0.11764705882352941,-0.20588235294117646,-0.4,10,9
H,1.0294117647058822,1.3529411764705883,L,D,D,W,W,L,0.6,1.8,0,0,0,0,0,0,0,0,-0.4117647058823529,0.11764705882352941,-0.3235294117647059,-1.2,4,8
NH,0.9714285714285714,1.2,D,L,L,W,D,L,0.4,1.6,0,0,0,0,0,0,0,0,-0.6285714285714286,0.0,-0.22857142857142856,-1.2,0,3
H,1.9142857142857144,1.5714285714285714,W,W,W,L,D,D,2.6,1.2,1,0,0,0,0,0,0,0,1.0571428571428572,0.2,0.34285714285714286,1.4,11,11
NH,1.1714285714285715,1.2,W,L,L,W,D,L,0.6,1.4,0,0,0,0,0,0,0,0,-0.2857142857142857,0.11428571428571428,-0.02857142857142857,-0.8,2,5
H,1.1428571428571428,1.1714285714285715,D,L,W,D,W,W,1.6,1.6,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.34285714285714286,-0.02857142857142857,0.0,6,3
NH,0.9714285714285714,1.3428571428571427,L,W,L,L,W,W,1.4,2.0,0,0,0,0,0,0,0,0,-0.6571428571428571,0.14285714285714285,-0.37142857142857144,-0.6,1,2
H,1.8285714285714285,2.085714285714286,L,D,D,W,D,W,1.2,2.6,0,0,0,0,0,0,0,0,0.8857142857142857,1.1142857142857143,-0.2571428571428571,-1.4,6,4
NH,1.0857142857142856,0.9428571428571428,L,L,W,L,D,L,1.4,0.8,0,0,0,0,0,0,0,0,-0.4857142857142857,-0.6571428571428571,0.14285714285714285,0.6,0,0
H,1.4857142857142858,1.1714285714285715,W,D,W,D,D,L,2.0,1.0,0,0,0,0,0,0,0,0,0.34285714285714286,0.02857142857142857,0.3142857142857143,1.0,11,9
H,1.7714285714285714,0.9142857142857143,W,W,L,L,L,L,1.8,0.2,0,0,0,0,0,0,1,0,0.6285714285714286,-0.6285714285714286,0.8571428571428571,1.6,10,10
NH,1.1714285714285715,0.9714285714285714,D,W,W,L,W,L,1.6,1.4,0,0,0,0,0,0,0,0,-0.34285714285714286,-0.6571428571428571,0.2,0.2,1,7
NH,1.2777777777777777,1.1388888888888888,L,L,W,L,W,L,1.2,0.6,0,0,0,0,0,0,0,0,0.0,-0.3611111111111111,0.1388888888888889,0.6,4,7
H,1.3333333333333333,1.7222222222222223,D,L,W,L,W,W,1.6,1.8,0,0,0,0,0,0,0,0,0.1388888888888889,0.5833333333333334,-0.3888888888888889,-0.2,11,12
H,1.1388888888888888,1.0833333333333333,L,D,D,D,L,L,1.0,1.0,0,0,0,0,0,0,0,0,-0.05555555555555555,-0.4722222222222222,0.05555555555555555,0.0,9,13
NH,1.5555555555555556,0.9722222222222222,D,L,D,D,D,L,1.2,0.4,0,0,0,0,0,0,0,0,0.19444444444444445,-0.6111111111111112,0.5833333333333334,0.8,0,0
NH,0.8888888888888888,1.0555555555555556,L,L,L,W,L,L,0.0,1.0,0,0,1,1,0,0,0,0,-0.6388888888888888,-0.3888888888888889,-0.16666666666666666,-1.0,9,11
H,2.0277777777777777,1.9444444444444444,L,W,D,W,W,W,2.0,3.0,0,0,0,0,1,1,0,0,1.0555555555555556,1.0555555555555556,0.08333333333333333,-1.0,8,5
H,1.1944444444444444,1.8611111111111112,D,W,D,W,L,D,1.2,1.6,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,-0.6666666666666666,-0.4,4,4
H,0.9444444444444444,1.1944444444444444,D,L,D,W,D,L,0.4,2.0,0,0,0,0,0,0,0,0,-0.6388888888888888,-0.3888888888888889,-0.25,-1.6,0,1
NH,1.25,1.5277777777777777,W,W,D,W,W,D,2.0,2.0,0,0,0,0,0,0,0,0,0.19444444444444445,0.4166666666666667,-0.2777777777777778,0.0,6,3
H,1.7222222222222223,1.5555555555555556,L,W,W,D,L,D,1.8,1.2,0,0,0,0,0,0,0,0,0.5833333333333334,0.19444444444444445,0.16666666666666666,0.6,9,5
NH,1.054054054054054,2.054054054054054,D,W,L,W,L,W,1.0,2.0,0,0,0,0,0,0,0,0,-0.3783783783783784,1.054054054054054,-1.0,-1.0,5,4
H,0.972972972972973,1.2432432432432432,D,D,D,L,L,L,0.6,1.2,0,0,0,0,0,0,1,0,-0.5945945945945946,-0.02702702702702703,-0.2702702702702703,-0.6,0,1
NH,1.1891891891891893,1.0,W,L,W,W,D,L,1.2,1.0,0,0,0,0,0,0,0,0,-0.32432432432432434,-0.5675675675675675,0.1891891891891892,0.2,0,0
H,1.162162162162162,1.3783783783783783,L,W,D,W,D,L,1.4,2.0,0,0,0,0,0,0,0,0,-0.43243243243243246,0.16216216216216217,-0.21621621621621623,-0.6,6,6
NH,1.8108108108108107,1.135135135135135,L,W,L,D,L,D,1.0,1.6,0,0,0,0,0,0,0,0,0.8108108108108109,-0.35135135135135137,0.6756756756756757,-0.6,13,11
NH,1.054054054054054,1.2162162162162162,L,D,L,L,W,W,0.8,1.4,0,0,0,0,0,0,0,0,-0.4864864864864865,0.10810810810810811,-0.16216216216216217,-0.6,2,6
NH,1.8918918918918919,1.1891891891891893,L,W,W,W,L,D,2.4,1.0,0,0,0,0,0,0,0,0,1.0,-0.02702702702702703,0.7027027027027027,1.4,15,11
NH,1.5675675675675675,1.5135135135135136,W,W,W,L,D,L,2.6,0.6,1,0,0,0,0,0,0,0,0.4864864864864865,0.16216216216216217,0.05405405405405406,2.0,13,7
H,0.972972972972973,0.8918918918918919,D,D,L,D,L,L,1.0,0.2,0,0,0,0,0,0,0,0,-0.6216216216216216,-0.6216216216216216,0.08108108108108109,0.8,6,7
H,1.7567567567567568,1.2432432432432432,W,L,W,W,D,W,1.8,1.6,0,0,0,0,0,0,0,0,0.5945945945945946,0.05405405405405406,0.5135135135135135,0.2,4,8
H,1.1842105263157894,1.5263157894736843,W,D,L,L,W,W,1.6,2.0,0,0,0,0,0,0,0,0,-0.3157894736842105,0.42105263157894735,-0.34210526315789475,-0.4,0,1
NH,1.2105263157894737,1.7894736842105263,L,L,L,W,W,L,0.6,2.4,0,0,1,0,0,0,0,0,-0.05263157894736842,0.6578947368421053,-0.5789473684210527,-1.8,5,4
H,1.3421052631578947,1.868421052631579,L,W,D,D,L,W,1.4,2.0,0,0,0,0,0,0,0,0,0.13157894736842105,0.9736842105263158,-0.5263157894736842,-0.6,3,5
NH,1.263157894736842,1.763157894736842,W,L,W,L,L,W,2.0,0.8,0,0,0,0,0,0,0,0,0.15789473684210525,0.7631578947368421,-0.5,1.2,3,0
H,2.026315789473684,1.0263157894736843,D,W,L,W,D,D,1.6,1.2,0,0,0,0,0,0,0,0,1.0263157894736843,-0.5526315789473685,1.0,0.4,0,3
NH,1.1842105263157894,1.2105263157894737,D,W,L,W,L,W,1.2,1.4,0,0,0,0,0,0,0,0,-0.02631578947368421,-0.39473684210526316,-0.02631578947368421,-0.2,10,8
NH,1.2105263157894737,1.0263157894736843,L,W,D,W,D,D,1.6,1.6,0,0,0,0,0,0,0,0,-0.02631578947368421,-0.5789473684210527,0.18421052631578946,0.0,1,3
H,1.5526315789473684,1.0263157894736843,W,L,D,L,L,D,1.0,0.2,0,0,0,0,0,0,0,0,0.21052631578947367,-0.5263157894736842,0.5263157894736842,0.8,6,5
NH,0.868421052631579,1.1578947368421053,L,D,L,L,W,L,0.2,1.2,0,0,0,0,0,0,0,0,-0.631578947368421,-0.3684210526315789,-0.2894736842105263,-1.0,10,4
NH,1.0526315789473684,1.0526315789473684,W,W,D,D,D,W,1.6,1.0,0,0,0,0,0,0,0,0,-0.5,-0.3684210526315789,0.0,0.6,0,0
H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,11
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,8
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,7
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15,13
NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,7
NH,0.0,0.5,L,M,M,D,M,M,0.0,0.2,0,0,0,0,0,0,0,0,-0.5,0.0,-0.5,-0.2,1,2
NH,1.5,1.5,W,M,M,W,M,M,0.6,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,2,2
H,0.0,0.0,L,M,M,L,M,M,0.0,0.0,0,0,0,0,0,0,0,0,-0.5,-1.0,0.0,0.0,0,0
H,0.5,0.0,D,M,M,L,M,M,0.2,0.0,0,0,0,0,0,0,0,0,0.0,-1.5,0.5,0.2,3,3
H,0.5,0.0,D,M,M,L,M,M,0.2,0.0,0,0,0,0,0,0,0,0,0.0,-2.0,0.5,0.2,3,5
H,0.0,1.5,L,M,M,W,M,M,0.0,0.6,0,0,0,0,0,0,0,0,-0.5,0.5,-1.5,-0.6,7,4
NH,0.5,1.5,D,M,M,W,M,M,0.2,0.6,0,0,0,0,0,0,0,0,0.0,2.0,-1.0,-0.4,4,8
H,1.5,0.0,W,M,M,L,M,M,0.6,0.0,0,0,0,0,0,0,0,0,1.5,-1.0,1.5,0.6,0,0
NH,1.5,0.0,W,M,M,L,M,M,0.6,0.0,0,0,0,0,0,0,0,0,1.0,-0.5,1.5,0.6,3,2
NH,1.5,1.5,W,M,M,W,M,M,0.6,0.6,0,0,0,0,0,0,0,0,1.0,0.5,0.0,0.0,7,3
NH,0.0,1.3333333333333333,L,L,M,D,W,M,0.0,0.8,0,0,0,0,0,0,0,0,-1.0,0.6666666666666666,-1.3333333333333333,-0.8,0,0
NH,0.0,0.3333333333333333,L,L,M,L,D,M,0.0,0.2,0,0,0,0,0,0,0,0,-1.3333333333333333,-1.3333333333333333,-0.3333333333333333,-0.2,3,4
NH,2.0,1.3333333333333333,W,W,M,W,D,M,1.2,0.8,0,0,0,0,0,0,0,0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0,0
H,2.0,1.0,W,W,M,W,L,M,1.2,0.6,0,0,0,0,0,0,0,0,2.6666666666666665,0.3333333333333333,1.0,0.6,9,12
H,0.0,0.0,L,L,M,L,L,M,0.0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.6666666666666667,0.0,0.0,12,10
NH,1.3333333333333333,0.0,W,D,M,L,L,M,0.8,0.0,0,0,0,0,0,0,0,0,0.6666666666666666,-1.3333333333333333,1.3333333333333333,0.8,0,0
H,1.0,1.3333333333333333,W,L,M,D,W,M,0.6,0.8,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,-0.3333333333333333,-0.2,11,7
H,1.3333333333333333,1.0,W,D,M,L,W,M,0.8,0.6,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.2,6,6
NH,1.0,1.0,L,W,M,L,W,M,0.6,0.6,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,6,10
NH,2.0,1.0,W,W,M,W,L,M,1.2,0.6,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,1.0,0.6,6,5
H,0.75,0.0,L,L,W,L,L,L,0.6,0.0,0,0,0,0,0,0,1,0,-1.0,-1.0,0.75,0.6,3,4
H,0.25,1.75,D,L,L,D,W,W,0.2,1.4,0,0,0,0,0,0,0,0,-1.0,0.5,-1.5,-1.2,0,0
NH,1.0,1.0,L,D,W,D,L,W,0.8,0.8,0,0,0,0,0,0,0,0,-0.25,0.25,0.0,0.0,9,6
NH,0.75,1.5,L,W,L,W,W,L,0.6,1.2,0,0,0,0,0,0,0,0,-0.25,0.5,-0.75,-0.6,3,6
H,1.75,1.75,W,D,W,W,W,D,1.4,1.4,0,0,0,0,0,0,0,0,0.75,1.25,0.0,0.0,6,4
NH,1.25,1.25,D,W,D,D,W,D,1.0,1.0,0,0,0,0,0,0,0,0,0.25,0.5,0.0,0.0,1,4
NH,1.0,2.25,D,W,L,W,W,W,0.8,1.8,0,0,0,0,1,0,0,0,0.0,2.5,-1.25,-1.0,2,1
H,1.0,0.0,D,L,W,L,L,L,0.8,0.0,0,0,0,0,0,0,1,0,0.0,-1.5,1.0,0.8,3,7
NH,1.0,0.75,W,L,D,W,L,L,0.8,0.6,0,0,0,0,0,0,0,0,-0.5,0.0,0.25,0.2,4,10
H,0.0,1.75,L,L,L,D,W,W,0.0,1.4,0,0,1,0,0,0,0,0,-2.0,1.0,-1.75,-1.4,0,0
H,0.0,0.8,L,L,L,W,D,L,0.0,0.8,0,0,1,0,0,0,0,0,-1.4,-0.4,-0.8,-0.8,0,0
NH,0.0,1.0,L,L,L,L,D,W,0.0,1.0,0,0,1,0,0,0,0,0,-1.4,-0.2,-1.0,-1.0,4,2
NH,1.4,0.6,L,D,W,L,L,W,1.4,0.6,0,0,0,0,0,0,0,0,0.4,-0.4,0.8,0.8,0,0
NH,1.4,1.4,L,W,W,W,D,L,1.4,1.4,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,6,9
H,1.2,1.0,W,W,L,D,D,W,1.2,1.0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.2,4,4
NH,1.4,0.8,W,D,L,L,W,L,1.4,0.8,0,0,0,0,0,0,0,0,0.8,-0.6,0.6,0.6,9,15
NH,1.6,2.0,W,D,W,W,W,D,1.6,2.0,0,0,0,0,0,0,0,0,0.8,1.6,-0.4,-0.4,1,2
NH,1.4,0.6,L,D,W,W,L,L,1.4,0.6,0,0,0,0,0,0,0,0,0.0,-1.2,0.8,0.8,5,5
NH,1.8,1.2,W,W,W,W,L,L,1.8,1.2,1,0,0,0,0,0,0,0,0.6,-0.2,0.6,0.6,11,8
