FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeFormPoints,AwayFormPoints,HTWStreak3,HTWStreak5,HTLStreak3,HTLStreak5,ATWStreak3,ATWStreak5,ATLStreak3,ATLStreak5,HTGD,ATGD,PointsDiff,FormPointsDiff,HomeH2HStadiumPts,HomeH2HPts
NH,1.0,1.875,D,D,L,W,W,D,1.0,1.8,0,0,0,0,0,0,0,0,-0.25,0.875,-0.875,-0.8,9,8
H,0.625,1.125,L,L,L,W,L,W,0.8,1.8,0,0,1,0,0,0,0,0,-1.0,-0.25,-0.5,-1.0,0,1
NH,1.625,1.375,L,W,L,W,L,W,1.8,1.8,0,0,0,0,0,0,0,0,0.25,0.375,0.25,0.0,9,12
NH,1.125,1.125,L,W,W,W,D,L,1.8,1.0,0,0,0,0,0,0,0,0,-0.625,0.0,0.0,0.8,1,2
H,1.375,0.875,W,L,W,D,L,L,1.8,1.4,0,0,0,0,0,0,0,0,0.375,-0.5,0.5,0.4,4,6
H,1.25,1.125,W,W,L,L,W,W,1.4,1.8,0,0,0,0,0,0,0,0,0.25,-0.625,0.125,-0.4,7,9
H,0.7777777777777778,0.8888888888888888,D,D,L,L,D,D,1.0,1.0,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.5555555555555556,-0.1111111111111111,0.0,4,3
NH,0.5555555555555556,0.8888888888888888,L,W,D,L,L,W,0.8,1.4,0,0,0,0,0,0,0,0,-0.8888888888888888,-0.2222222222222222,-0.3333333333333333,-0.6,0,0
H,2.2222222222222223,0.8888888888888888,W,W,W,W,L,L,2.6,0.8,1,0,0,0,0,0,0,0,1.4444444444444444,-0.7777777777777778,1.3333333333333333,1.8,5,11
NH,1.0,1.3333333333333333,L,W,L,L,L,W,1.2,1.2,0,0,0,0,0,0,0,0,-0.3333333333333333,0.2222222222222222,-0.3333333333333333,0.0,0,0
NH,1.3333333333333333,1.4444444444444444,W,W,D,L,L,W,1.4,1.2,0,0,0,0,0,0,0,0,0.2222222222222222,-0.1111111111111111,-0.1111111111111111,0.2,1,3
H,1.5555555555555556,0.7777777777777778,W,L,D,L,D,L,2.0,0.8,0,0,0,0,0,0,0,0,0.5555555555555556,-0.6666666666666666,0.7777777777777778,1.2,4,5
H,2.0,1.4444444444444444,W,W,W,L,D,W,2.2,1.6,1,0,0,0,0,0,0,0,1.1111111111111112,0.4444444444444444,0.5555555555555556,0.6,5,3
H,1.5555555555555556,1.2222222222222223,W,W,L,W,L,W,1.8,1.2,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.6,11,6
H,1.3333333333333333,1.4444444444444444,W,W,D,W,W,W,1.4,1.8,0,0,0,0,1,0,0,0,0.2222222222222222,0.3333333333333333,-0.1111111111111111,-0.4,1,4
H,1.2222222222222223,2.2222222222222223,W,L,W,W,W,W,1.2,2.6,0,0,0,0,1,0,0,0,0.0,1.4444444444444444,-1.0,-1.4,8,3
NH,1.5,1.7,D,W,L,W,W,W,1.6,1.8,0,0,0,0,1,0,0,0,0.5,0.6,-0.2,-0.2,1,1
NH,1.3,2.1,D,L,L,W,W,W,1.4,2.6,0,0,0,0,1,0,0,0,0.2,1.1,-0.8,-1.2,0,0
NH,0.8,1.3,L,L,D,L,L,D,0.4,1.4,0,0,0,0,0,0,0,0,-0.7,0.3,-0.5,-1.0,7,7
NH,0.8,0.8,L,W,L,W,L,W,0.6,1.4,0,0,0,0,0,0,0,0,-0.9,-0.7,0.0,-0.8,5,6
NH,0.9,1.1,L,L,L,W,L,L,1.2,1.4,0,0,1,0,0,0,0,0,-0.8,-0.1,-0.2,-0.2,3,3
H,0.7,1.7,L,L,D,W,W,W,0.2,2.4,0,0,0,0,1,0,0,0,-0.7,0.8,-1.0,-2.2,0,1
H,1.6,0.7,W,L,L,L,L,D,1.2,0.2,0,0,0,0,0,0,0,0,0.0,-0.8,0.9,1.0,3,3
NH,1.0,1.0,D,L,W,W,D,D,1.4,1.6,0,0,0,0,0,0,0,0,-0.3,-0.2,0.0,-0.2,4,4
NH,1.5,0.8,D,W,L,W,L,W,1.6,1.4,0,0,0,0,0,0,0,0,0.5,-0.7,0.7,0.2,4,5
NH,2.3,1.2,W,W,W,L,W,W,3.0,1.4,1,1,0,0,0,0,0,0,1.5,0.1,1.1,1.6,6,12
NH,1.0909090909090908,0.7272727272727273,D,W,L,L,L,L,1.4,0.4,0,0,0,0,0,0,1,0,-0.09090909090909091,-0.9090909090909091,0.36363636363636365,1.0,3,3
H,1.4545454545454546,0.9090909090909091,W,L,L,D,L,L,1.4,0.8,0,0,0,0,0,0,0,0,0.5454545454545454,-0.7272727272727273,0.5454545454545454,0.6,12,9
H,2.1818181818181817,1.7272727272727273,W,W,W,W,W,L,3.0,1.8,1,1,0,0,0,0,0,0,1.0909090909090908,0.18181818181818182,0.45454545454545453,1.2,13,10
NH,1.6363636363636365,0.9090909090909091,D,W,W,L,D,L,2.0,0.8,0,0,0,0,0,0,0,0,0.5454545454545454,-0.36363636363636365,0.7272727272727273,1.2,12,13
NH,1.5454545454545454,1.1818181818181819,L,W,W,L,D,L,1.8,0.8,0,0,0,0,0,0,0,0,0.6363636363636364,0.09090909090909091,0.36363636363636365,1.0,0,0
H,1.4545454545454546,0.9090909090909091,W,L,W,W,L,L,2.4,0.8,0,0,0,0,0,0,0,0,0.09090909090909091,-0.5454545454545454,0.5454545454545454,1.6,2,3
H,1.1818181818181819,1.3636363636363635,W,W,D,L,D,W,1.6,1.0,0,0,0,0,0,0,0,0,-0.09090909090909091,0.36363636363636365,-0.18181818181818182,0.6,2,3
NH,1.0,1.2727272727272727,W,W,L,W,L,W,2.0,1.8,0,0,0,0,0,0,0,0,-0.5454545454545454,-0.18181818181818182,-0.2727272727272727,0.2,4,3
NH,0.7272727272727273,0.7272727272727273,D,L,L,L,L,W,0.4,0.6,0,0,0,0,0,0,0,0,-0.7272727272727273,-0.9090909090909091,0.0,-0.2,0,0
H,1.0909090909090908,0.7272727272727273,D,W,L,D,L,L,1.4,0.4,0,0,0,0,0,0,0,0,-0.09090909090909091,-0.7272727272727273,0.36363636363636365,1.0,0,1
H,2.25,0.9166666666666666,W,W,W,L,W,W,3.0,1.8,1,1,0,0,0,0,0,0,1.0833333333333333,-0.5833333333333334,1.3333333333333333,1.2,8,10
H,1.5833333333333333,1.3333333333333333,D,D,W,W,W,W,2.2,2.2,0,0,0,0,1,0,0,0,0.5,0.08333333333333333,0.25,0.0,9,12
NH,0.8333333333333334,0.9166666666666666,L,D,L,W,L,L,0.2,0.8,0,0,0,0,0,0,0,0,-0.8333333333333334,-0.6666666666666666,-0.08333333333333333,-0.6,3,3
NH,1.5,0.9166666666666666,W,W,L,D,L,D,2.4,1.0,0,0,0,0,0,0,0,0,0.4166666666666667,-0.3333333333333333,0.5833333333333334,1.4,1,1
NH,0.8333333333333334,0.75,L,W,L,D,L,L,0.8,0.8,0,0,0,0,0,0,0,0,-0.5833333333333334,-0.8333333333333334,0.08333333333333333,0.0,0,0
NH,1.25,1.9166666666666667,L,L,D,L,L,W,0.8,1.8,0,0,0,0,0,0,0,0,0.16666666666666666,1.0833333333333333,-0.6666666666666666,-1.0,3,1
NH,1.1666666666666667,1.4166666666666667,D,L,D,W,W,L,0.4,1.8,0,0,0,0,0,0,0,0,0.08333333333333333,-0.08333333333333333,-0.25,-1.4,0,0
NH,1.5833333333333333,1.5833333333333333,L,W,W,W,W,L,1.2,1.4,0,0,0,0,0,0,0,0,0.08333333333333333,0.6666666666666666,0.0,-0.2,9,4
H,1.5833333333333333,1.5,W,W,L,D,L,W,2.4,2.0,0,0,0,0,0,0,0,0,0.25,0.5833333333333334,0.08333333333333333,0.4,2,3
H,1.9166666666666667,1.5833333333333333,L,L,W,W,W,L,1.8,2.4,0,0,0,0,0,0,0,0,1.0833333333333333,0.25,0.3333333333333333,-0.6,10,15
H,0.9230769230769231,1.1538461538461537,D,D,L,L,L,L,0.6,0.8,0,0,0,0,0,0,1,0,-0.3076923076923077,0.07692307692307693,-0.23076923076923078,-0.2,5,6
NH,0.6923076923076923,0.7692307692307693,D,L,D,L,L,D,0.4,0.2,0,0,0,0,0,0,0,0,-0.7692307692307693,-0.8461538461538461,-0.07692307692307693,0.2,1,1
H,1.5384615384615385,1.1538461538461537,D,W,W,W,L,D,1.4,1.4,0,0,0,0,0,0,0,0,0.6153846153846154,-0.07692307692307693,0.38461538461538464,0.0,1,4
H,1.5384615384615385,0.8461538461538461,W,W,W,D,L,W,2.4,0.8,1,0,0,0,0,0,0,0,0.0,-0.5384615384615384,0.6923076923076923,1.6,3,4
H,1.0769230769230769,1.6923076923076923,W,W,L,W,D,D,1.2,2.2,0,0,0,0,0,0,0,0,-0.5384615384615384,0.5384615384615384,-0.6153846153846154,-1.0,4,6
H,1.3846153846153846,2.3076923076923075,L,D,L,W,W,W,1.4,3.0,0,0,0,0,1,1,0,0,0.38461538461538464,1.1538461538461537,-0.9230769230769231,-1.6,4,5
NH,1.2307692307692308,1.4615384615384615,L,W,W,D,W,W,2.0,2.0,0,0,0,0,0,0,0,0,0.0,0.38461538461538464,-0.23076923076923078,0.0,3,3
H,0.7692307692307693,1.5384615384615385,D,D,L,D,L,W,1.0,1.4,0,0,0,0,0,0,0,0,-0.7692307692307693,0.07692307692307693,-0.7692307692307693,-0.4,2,2
NH,0.8461538461538461,1.0769230769230769,L,L,W,L,D,L,1.2,0.4,0,0,0,0,0,0,0,0,-0.6923076923076923,0.0,-0.23076923076923078,0.8,0,0
H,2.0,1.5384615384615385,W,L,L,D,L,W,1.8,1.4,0,0,0,0,0,0,0,0,1.0769230769230769,0.07692307692307693,0.46153846153846156,0.4,11,7
H,1.6428571428571428,1.5,W,D,W,W,L,D,2.0,1.4,0,0,0,0,0,0,0,0,0.7857142857142857,0.42857142857142855,0.14285714285714285,0.6,9,12
NH,1.2142857142857142,0.7857142857142857,W,W,W,L,D,L,1.8,0.8,1,0,0,0,0,0,0,0,-0.35714285714285715,-0.5714285714285714,0.42857142857142855,1.0,4,5
H,1.5714285714285714,1.2142857142857142,W,L,W,D,L,W,1.8,2.0,0,0,0,0,0,0,0,0,0.21428571428571427,0.0,0.35714285714285715,-0.2,6,6
NH,0.7857142857142857,1.0714285714285714,D,L,L,W,D,D,0.4,1.2,0,0,0,0,0,0,0,0,-0.7857142857142857,-0.14285714285714285,-0.2857142857142857,-0.8,5,6
NH,1.0714285714285714,1.0714285714285714,L,W,L,L,L,L,1.4,0.2,0,0,0,0,0,0,1,0,-0.2857142857142857,-0.07142857142857142,0.0,1.2,0,3
NH,1.4285714285714286,1.6428571428571428,D,D,W,W,W,W,1.6,2.4,0,0,0,0,1,0,0,0,0.35714285714285715,0.07142857142857142,-0.21428571428571427,-0.8,2,5
NH,1.2142857142857142,0.8571428571428571,W,L,D,W,D,L,1.0,1.0,0,0,0,0,0,0,0,0,0.07142857142857142,-0.5714285714285714,0.35714285714285715,0.0,0,0
NH,2.142857142857143,0.9285714285714286,L,W,W,W,D,D,2.4,1.0,0,0,0,0,0,0,0,0,1.0,-0.5714285714285714,1.2142857142857142,1.4,7,9
NH,0.7857142857142857,1.5714285714285714,L,L,L,L,W,D,1.2,1.6,0,0,1,0,0,0,0,0,-0.7142857142857143,0.35714285714285715,-0.7857142857142857,-0.4,5,5
H,1.0714285714285714,0.7857142857142857,W,D,D,L,L,L,1.2,1.2,0,0,0,0,0,0,1,0,-0.14285714285714285,-0.7142857142857143,0.2857142857142857,0.0,9,10
NH,0.8666666666666667,1.7333333333333334,D,W,D,W,W,D,1.2,2.6,0,0,0,0,0,0,0,0,-0.5333333333333333,0.8,-0.8666666666666667,-1.4,0,2
H,1.7333333333333334,0.8,W,W,W,D,D,L,3.0,0.6,1,1,0,0,0,0,0,0,0.13333333333333333,-0.7333333333333333,0.9333333333333333,2.4,10,7
H,1.0666666666666667,2.066666666666667,D,L,L,D,L,W,0.2,2.0,0,0,0,0,0,0,0,0,-0.06666666666666667,0.9333333333333333,-1.0,-1.8,3,3
H,1.5333333333333334,1.4666666666666666,D,L,W,L,W,L,1.2,1.8,0,0,0,0,0,0,0,0,0.3333333333333333,0.06666666666666667,0.06666666666666667,-0.6,12,15
H,1.4,1.1333333333333333,L,W,L,L,W,W,0.8,1.8,0,0,0,0,0,0,0,0,0.3333333333333333,-0.4,0.26666666666666666,-1.0,4,5
H,1.1333333333333333,2.1333333333333333,L,D,L,W,W,W,1.4,1.8,0,0,0,0,1,0,0,0,-0.06666666666666667,1.2,-1.0,-0.4,5,5
NH,0.9333333333333333,1.0666666666666667,D,W,D,D,L,W,1.2,1.0,0,0,0,0,0,0,0,0,-0.5333333333333333,-0.26666666666666666,-0.13333333333333333,0.2,0,0
H,0.9333333333333333,1.3333333333333333,W,L,D,L,D,D,1.4,1.6,0,0,0,0,0,0,0,0,-0.4666666666666667,0.26666666666666666,-0.4,-0.2,6,6
H,1.3333333333333333,1.1333333333333333,L,L,D,L,W,L,0.8,0.8,0,0,0,0,0,0,0,0,-0.26666666666666666,-0.06666666666666667,0.2,0.0,0,0
H,2.1333333333333333,1.0666666666666667,W,W,W,D,W,D,1.8,1.2,1,0,0,0,0,0,0,0,1.2,-0.13333333333333333,1.0666666666666667,0.6,10,13
NH,1.1875,1.4375,W,D,L,W,L,L,1.4,0.8,0,0,0,0,0,0,0,0,-0.1875,-0.125,-0.25,0.6,1,1
H,1.25,1.1875,L,L,D,W,D,L,1.0,0.8,0,0,0,0,0,0,0,0,0.125,0.0,0.0625,0.2,3,7
H,1.6875,0.875,D,W,W,L,D,W,2.2,1.2,0,0,0,0,0,0,0,0,0.75,-0.5625,0.8125,1.0,9,13
H,1.0625,0.8125,L,L,W,L,D,W,1.8,1.0,0,0,0,0,0,0,0,0,-0.5,-0.625,0.25,0.8,0,4
H,0.75,1.5,L,D,D,W,L,W,0.4,1.4,0,0,0,0,0,0,0,0,-0.75,0.4375,-0.75,-1.0,1,2
NH,1.0625,1.0625,L,L,W,W,W,L,0.8,1.4,0,0,0,0,0,0,0,0,-0.1875,-0.3125,0.0,-0.6,0,0
NH,1.9375,1.625,L,D,L,W,D,L,1.4,1.6,0,0,0,0,0,0,0,0,0.8125,0.4375,0.3125,-0.2,1,0
H,1.5625,1.8125,W,L,W,W,W,W,1.8,3.0,0,0,0,0,1,1,0,0,0.125,0.1875,-0.25,-1.2,5,4
NH,0.75,1.25,L,D,L,W,L,D,0.2,1.4,0,0,0,0,0,0,0,0,-0.8125,0.0,-0.5,-1.2,3,8
NH,1.1875,1.5625,W,D,W,W,L,W,1.8,1.8,0,0,0,0,0,0,0,0,0.0625,0.125,-0.375,0.0,7,5
NH,0.8235294117647058,1.3529411764705883,D,L,D,W,L,L,1.2,1.0,0,0,0,0,0,0,0,0,-0.5882352941176471,0.17647058823529413,-0.5294117647058824,0.2,0,6
H,1.1764705882352942,1.8235294117647058,W,W,W,L,L,D,2.0,0.8,1,0,0,0,0,0,0,0,-0.23529411764705882,0.7058823529411765,-0.6470588235294118,1.2,0,1
NH,1.7058823529411764,1.7647058823529411,L,W,W,W,D,W,2.4,2.2,0,0,0,0,0,0,0,0,0.11764705882352941,0.8823529411764706,-0.058823529411764705,0.2,0,0
H,1.1176470588235294,1.0,L,W,D,L,L,L,0.8,0.6,0,0,0,0,0,0,1,0,-0.058823529411764705,-0.23529411764705882,0.11764705882352941,0.2,0,0
H,1.7058823529411764,2.0588235294117645,W,W,D,W,L,W,2.0,2.4,0,0,0,0,0,0,0,0,0.47058823529411764,1.1176470588235294,-0.35294117647058826,-0.4,8,11
NH,1.411764705882353,0.7058823529411765,L,W,L,L,L,D,1.2,0.2,0,0,0,0,0,0,0,0,0.35294117647058826,-0.8235294117647058,0.7058823529411765,1.0,3,4
H,1.3529411764705883,1.1764705882352942,W,W,L,D,W,D,1.4,1.6,0,0,0,0,0,0,0,0,0.058823529411764705,-0.17647058823529413,0.17647058823529413,-0.2,1,1
H,1.411764705882353,0.8823529411764706,D,W,L,W,L,D,1.0,1.0,0,0,0,0,0,0,0,0,-0.11764705882352941,-0.6470588235294118,0.5294117647058824,0.0,5,8
NH,0.8235294117647058,1.1764705882352942,L,L,D,W,L,L,1.0,1.8,0,0,0,0,0,0,0,0,-0.7058823529411765,-0.35294117647058826,-0.35294117647058826,-0.8,3,3
H,1.1176470588235294,0.8823529411764706,L,W,D,W,L,D,1.6,1.0,0,0,0,0,0,0,0,0,-0.058823529411764705,-0.6470588235294118,0.23529411764705882,0.6,5,6
NH,1.2777777777777777,1.2777777777777777,W,W,W,W,W,L,2.4,1.8,1,0,0,0,0,0,0,0,-0.1111111111111111,-0.16666666666666666,0.0,0.6,4,8
H,1.6111111111111112,1.3333333333333333,L,L,W,D,W,L,1.8,1.0,0,0,0,0,0,0,0,0,0.0,0.16666666666666666,0.2777777777777778,0.8,3,8
H,1.7777777777777777,0.7222222222222222,W,W,W,D,L,L,2.0,0.4,1,0,0,0,0,0,0,0,0.5555555555555556,-0.7777777777777778,1.0555555555555556,1.6,7,9
NH,1.3888888888888888,1.8333333333333333,D,L,W,W,W,D,1.4,2.6,0,0,0,0,0,0,0,0,0.3333333333333333,0.9444444444444444,-0.4444444444444444,-1.2,3,3
NH,1.4444444444444444,1.6111111111111112,W,W,W,D,W,W,2.0,2.0,1,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.0,6,9
NH,1.2222222222222223,1.1111111111111112,W,L,W,L,D,W,1.4,1.0,0,0,0,0,0,0,0,0,0.0,-0.2777777777777778,0.1111111111111111,0.4,0,4
H,0.7777777777777778,1.7222222222222223,L,L,L,L,L,L,0.8,0.2,0,0,1,0,0,0,1,0,-0.8333333333333334,0.5555555555555556,-0.9444444444444444,0.6,2,3
NH,1.5,1.9444444444444444,W,D,W,L,W,L,1.4,1.8,0,0,0,0,0,0,0,0,0.0,0.9444444444444444,-0.4444444444444444,-0.4,10,7
NH,0.7777777777777778,0.9444444444444444,L,D,L,L,L,L,1.0,0.6,0,0,0,0,0,0,1,0,-0.7222222222222222,-0.2777777777777778,-0.16666666666666666,0.4,0,3
H,1.9444444444444444,1.3888888888888888,L,W,L,D,L,W,1.8,1.4,0,0,0,0,0,0,0,0,0.9444444444444444,0.3333333333333333,0.5555555555555556,0.4,5,11
NH,1.2105263157894737,1.263157894736842,W,L,D,D,W,W,1.6,2.6,0,0,0,0,0,0,0,0,-0.21052631578947367,-0.10526315789473684,-0.05263157894736842,-1.0,1,1
H,1.7894736842105263,1.1578947368421053,D,W,W,W,L,L,2.2,1.4,0,0,0,0,0,0,0,0,0.8947368421052632,-0.05263157894736842,0.631578947368421,0.8,10,15
NH,1.0526315789473684,1.4210526315789473,W,L,L,D,W,W,0.6,2.0,0,0,0,0,0,0,0,0,-0.10526315789473684,0.15789473684210525,-0.3684210526315789,-1.4,0,0
H,1.6842105263157894,1.1578947368421053,W,D,W,L,W,L,2.0,1.4,0,0,0,0,0,0,0,0,0.2631578947368421,-0.05263157894736842,0.5263157894736842,0.6,3,6
NH,0.7894736842105263,0.8947368421052632,L,L,W,W,L,L,0.8,0.8,0,0,0,0,0,0,0,0,-0.7368421052631579,-0.7368421052631579,-0.10526315789473684,0.0,7,11
NH,0.6842105263157895,0.7894736842105263,L,D,L,D,L,D,0.4,0.6,0,0,0,0,0,0,0,0,-0.8947368421052632,-0.6842105263157895,-0.10526315789473684,-0.2,3,3
H,1.263157894736842,1.8421052631578947,L,D,W,W,W,W,0.8,2.6,0,0,0,0,1,0,0,0,0.10526315789473684,0.6842105263157895,-0.5789473684210527,-1.8,1,2
NH,1.631578947368421,1.6842105263157894,L,L,L,W,L,L,0.2,1.8,0,0,1,0,0,0,0,0,0.47368421052631576,0.05263157894736842,-0.05263157894736842,-1.6,9,7
NH,1.263157894736842,1.4736842105263157,D,W,W,D,W,D,1.4,1.6,0,0,0,0,0,0,0,0,-0.15789473684210525,0.0,-0.21052631578947367,-0.2,7,9
NH,1.2105263157894737,1.6842105263157894,W,L,D,W,L,L,1.6,1.8,0,0,0,0,0,0,0,0,-0.21052631578947367,0.05263157894736842,-0.47368421052631576,-0.2,0,2
H,0.9,1.6,W,D,L,L,W,D,1.0,2.0,0,0,0,0,0,0,0,0,-0.6,0.2,-0.7,-1.0,6,9
NH,1.85,1.4,W,D,W,D,D,W,2.2,2.2,0,0,0,0,0,0,0,0,0.95,0.15,0.45,0.0,8,4
NH,1.6,1.35,D,L,L,W,L,D,0.2,1.4,0,0,0,0,0,0,0,0,0.45,0.15,0.25,-1.2,2,4
H,1.2,1.1,L,D,W,L,W,L,1.4,1.2,0,0,0,0,0,0,0,0,-0.2,-0.15,0.1,0.2,9,12
H,1.3,1.75,L,D,D,L,W,W,1.0,2.4,0,0,0,0,0,0,0,0,0.2,0.6,-0.45,-1.4,0,2
NH,0.9,1.05,D,W,L,D,W,L,0.8,0.8,0,0,0,0,0,0,0,0,-0.7,-0.1,-0.15,0.0,0,3
NH,1.55,1.25,W,D,W,D,D,W,2.2,2.2,0,0,0,0,0,0,0,0,0.05,-0.1,0.3,0.0,3,9
NH,0.8,1.95,D,L,L,W,D,L,0.8,1.4,0,0,0,0,0,0,0,0,-0.7,0.95,-1.15,-0.6,3,0
NH,0.7,1.1,D,L,D,L,L,W,0.4,1.2,0,0,0,0,0,0,0,0,-0.85,-0.15,-0.4,-0.8,4,8
H,1.1,1.3,L,W,L,L,D,D,1.2,1.0,0,0,0,0,0,0,0,0,-0.15,0.2,-0.2,0.2,4,7
NH,1.3333333333333333,0.7142857142857143,D,W,L,D,D,L,1.6,0.6,0,0,0,0,0,0,0,0,0.14285714285714285,-0.8095238095238095,0.6190476190476191,1.0,0,0
H,1.2380952380952381,0.7619047619047619,D,D,D,L,D,L,1.8,0.8,0,0,0,0,0,0,0,0,-0.09523809523809523,-0.7142857142857143,0.47619047619047616,1.0,0,3
NH,1.619047619047619,0.9047619047619048,D,D,W,D,W,D,1.0,1.2,0,0,0,0,0,0,0,0,0.047619047619047616,-0.5714285714285714,0.7142857142857143,-0.2,6,7
NH,1.0952380952380953,1.2857142857142858,D,L,L,W,L,D,0.8,2.0,0,0,0,0,0,0,0,0,-0.14285714285714285,-0.09523809523809523,-0.19047619047619047,-1.2,1,2
H,1.1428571428571428,1.8095238095238095,W,D,W,D,W,D,1.4,2.2,0,0,0,0,0,0,0,0,-0.047619047619047616,0.9047619047619048,-0.6666666666666666,-0.8,0,0
H,1.6666666666666667,1.1904761904761905,L,L,W,D,D,W,1.8,1.2,0,0,0,0,0,0,0,0,0.47619047619047616,-0.19047619047619047,0.47619047619047616,0.6,3,4
H,1.380952380952381,0.8571428571428571,D,D,D,L,D,W,1.8,0.8,0,0,0,0,0,0,0,0,0.14285714285714285,-0.7142857142857143,0.5238095238095238,1.0,4,7
NH,2.0,1.5714285714285714,W,W,D,D,D,L,2.0,0.4,0,0,0,0,0,0,0,0,0.9523809523809523,0.42857142857142855,0.42857142857142855,1.6,10,11
H,1.6666666666666667,1.5238095238095237,W,L,W,D,W,D,2.0,1.8,0,0,0,0,0,0,0,0,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.2,6,6
H,2.0,1.8095238095238095,W,W,D,D,W,D,2.0,2.2,0,0,0,0,0,0,0,0,0.9523809523809523,0.9047619047619048,0.19047619047619047,-0.2,6,2
H,1.1363636363636365,0.8636363636363636,W,L,L,L,D,W,1.2,1.0,0,0,0,0,0,0,0,0,-0.18181818181818182,-0.6363636363636364,0.2727272727272727,0.2,1,5
H,1.3181818181818181,1.3181818181818181,D,D,W,L,W,L,1.2,1.0,0,0,0,0,0,0,0,0,0.13636363636363635,0.22727272727272727,0.0,0.2,3,6
NH,1.5909090909090908,1.3636363636363635,D,D,D,W,W,L,1.2,2.0,0,0,0,0,0,0,0,0,0.045454545454545456,-0.045454545454545456,0.22727272727272727,-0.8,11,5
H,1.2272727272727273,1.1363636363636365,W,W,D,L,D,D,2.0,1.0,0,0,0,0,0,0,0,0,0.045454545454545456,-0.2727272727272727,0.09090909090909091,1.0,0,0
H,1.7272727272727273,0.8181818181818182,W,L,L,L,L,D,1.8,0.8,0,0,0,0,0,0,0,0,0.5454545454545454,-0.7272727272727273,0.9090909090909091,1.0,9,11
H,1.7272727272727273,1.5454545454545454,W,W,L,D,D,D,2.0,0.6,0,0,0,0,0,0,0,0,0.2727272727272727,0.4090909090909091,0.18181818181818182,1.4,9,5
H,1.4545454545454546,1.4545454545454546,W,D,D,L,D,W,1.8,1.6,0,0,0,0,0,0,0,0,0.18181818181818182,0.0,0.0,0.2,4,1
NH,0.8636363636363636,1.0454545454545454,L,D,W,L,D,L,1.0,0.8,0,0,0,0,0,0,0,0,-0.6363636363636364,-0.18181818181818182,-0.18181818181818182,0.2,6,7
H,1.7272727272727273,1.3181818181818181,L,D,W,W,D,D,1.6,1.8,0,0,0,0,0,0,0,0,0.7727272727272727,-0.045454545454545456,0.4090909090909091,-0.2,6,15
NH,1.5454545454545454,1.1363636363636365,D,D,D,W,L,L,0.6,1.2,0,0,0,0,0,0,0,0,0.4090909090909091,-0.18181818181818182,0.4090909090909091,-0.6,6,9
H,1.3478260869565217,1.3043478260869565,D,W,W,W,W,W,1.6,2.6,0,0,0,0,1,0,0,0,-0.043478260869565216,0.13043478260869565,0.043478260869565216,-1.0,0,0
NH,1.2608695652173914,1.5217391304347827,L,L,W,W,W,D,0.8,1.8,0,0,0,0,0,0,0,0,0.17391304347826086,0.21739130434782608,-0.2608695652173913,-1.0,0,2
NH,0.782608695652174,1.391304347826087,L,L,L,W,D,D,0.8,1.6,0,0,1,0,0,0,0,0,-0.7391304347826086,0.17391304347826086,-0.6086956521739131,-0.8,0,1
NH,0.6956521739130435,1.7826086956521738,L,L,L,W,W,L,0.2,1.8,0,0,1,0,0,0,0,0,-0.782608695652174,0.5652173913043478,-1.0869565217391304,-1.6,2,5
NH,0.7391304347826086,1.6956521739130435,D,D,D,D,W,W,0.8,2.0,0,0,0,0,0,0,0,0,-0.7391304347826086,0.2608695652173913,-0.9565217391304348,-1.2,4,7
NH,1.0869565217391304,2.0,L,L,D,W,D,W,1.0,2.2,0,0,0,0,0,0,0,0,-0.34782608695652173,0.9130434782608695,-0.9130434782608695,-1.2,3,3
H,1.391304347826087,1.565217391304348,L,L,D,D,D,D,1.0,1.4,0,0,0,0,0,0,0,0,-0.043478260869565216,0.043478260869565216,-0.17391304347826086,-0.4,10,8
NH,1.2173913043478262,1.391304347826087,W,W,L,L,L,D,1.8,1.0,0,0,0,0,0,0,0,0,-0.08695652173913043,-0.043478260869565216,-0.17391304347826086,0.8,4,3
NH,1.391304347826087,1.0869565217391304,W,D,D,L,L,D,1.6,1.0,0,0,0,0,0,0,0,0,0.17391304347826086,-0.34782608695652173,0.30434782608695654,0.6,1,4
NH,1.2608695652173914,0.8695652173913043,L,W,D,D,L,D,1.2,1.2,0,0,0,0,0,0,0,0,-0.17391304347826086,-0.6086956521739131,0.391304347826087,0.0,3,7
H,1.5,0.7916666666666666,L,D,D,D,L,L,0.8,0.4,0,0,0,0,0,0,0,0,0.0,-0.7083333333333334,0.7083333333333334,0.4,6,7
NH,1.25,0.7083333333333334,L,W,W,D,L,L,2.0,0.4,0,0,0,0,0,0,0,0,0.08333333333333333,-0.75,0.5416666666666666,1.6,0,3
H,1.8333333333333333,1.7083333333333333,W,W,W,W,L,L,1.8,1.4,1,0,0,0,0,0,0,0,0.625,0.7916666666666666,0.125,0.4,5,5
H,1.75,1.4166666666666667,W,D,W,W,D,W,2.0,2.0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,3,0
